0, -9.3279999999999994, 0, 240.97914, 90.718999999999994, 1, 0.58644430440902873, 0.56678827464813408
0, -16.690000000000001, 4, 242.12853000000001, 110.828, 3, 0.34369151065056219, 0.57681628726438983
1, -3.573, 11, 289.38404000000003, 117.36199999999999, 4, 0.74082869031668175, 0.57280615458827389
1, -13.505000000000001, 2, 117.18485, 90.462999999999994, 3, 0.31711881572762762, 0.57532540195412341
1, -15.606, 11, 232.28036, 117.495, 4, 0.29739184404468794, 0.57714773323948454
0, -15.647, 9, 169.22076999999999, 150.59, 4, 0.25518344840653157, 0.56817104333474944
1, -6.1369999999999996, 6, 223.37261000000001, 137.614, 3, 0.49814475826162508, 0.57318170787191725
0, -13.949, 0, 179.93098000000001, 102.006, 4, 0.43967279205727178, 0.57766974376155411
1, -3.9550000000000001, 0, 217.59954999999999, 130.86699999999999, 4, 0.72899512884427609, 0.56915687351762212
1, -11.084, 7, 239.20281, 115.304, 4, 0.35424154961644511, 0.57682170279034983
1, -11.340999999999999, 3, 285.98811999999998, 136.31999999999999, 4, 0.41872765299142733, 0.57704278463063019
1, -4.0629999999999997, 9, 147.51302000000001, 195.31700000000001, 1, 0.60352258937457648, 0.57962473301397976
0, -6.0659999999999998, 9, 190.79791, 140.05199999999999, 4, 0.47893722957951185, 0.57778557548263465
0, -4.2300000000000004, 7, 221.77914000000001, 133.125, 4, 0.62701340440559439, 0.57640390329650226
1, -2.5249999999999999, 7, 283.48036000000002, 160.589, 3, 0.84296277841022793, 0.57900937739105107
1, -9.9469999999999992, 2, 384.75709999999998, 134.804, 1, 0.46315862571622302, 0.56371963826642379
1, -10.847, 7, 243.9571, 137.93700000000001, 4, 0.40263174569083404, 0.57234409975615463
0, -16.690999999999999, 1, 365.60933999999997, 119.901, 4, 0.34185475762576206, 0.57587348585108078
1, -10.047000000000001, 5, 186.3571, 95.866, 4, 0.38576947295128461, 0.57419103643111324
0, -6.4130000000000003, 4, 232.6722, 121.983, 4, 0.83149808764120059, 0.57033130415420774
0, -11.996, 2, 381.30892999999998, 171.94399999999999, 7, 0.61974312403321219, 0.58573135430493128
0, -5.8040000000000003, 2, 146.10239999999999, 89.983999999999995, 4, 0.58884289681034829, 0.57712124649322272
1, -3.3300000000000001, 0, 240.40443999999999, 131.99100000000001, 4, 0.8990904069468556, 0.57750003653062543
1, -4.7469999999999999, 10, 331.04933999999997, 90.438000000000002, 3, 0.98607362505863205, 0.57549866020466267
1, -6.3479999999999999, 10, 232.07138, 143.69900000000001, 4, 0.52392515221580316, 0.57764003787623219
0, -13.157999999999999, 2, 162.45506, 99.700999999999993, 1, 0.38209049037294729, 0.57680609146009665
1, -6.1459999999999999, 5, 213.26321999999999, 94.986999999999995, 4, 0.50546137001083402, 0.57756377908430623
0, -19.001999999999999, 7, 148.06159, 95.388999999999996, 3, 0.22380116115098922, 0.57916492206434667
1, -6.694, 8, 276.71465000000001, 116.815, 4, 0.7861508225140067, 0.57694528266063616
1, -6.3929999999999998, 4, 141.19138000000001, 161.071, 4, 0.81490695645754441, 0.58136566719037819
0, -13.935, 4, 322.11545999999998, 103.17700000000001, 3, 0.33008125865987792, 0.57649246894700135
0, -15.715999999999999, 2, 182.41261, 99.352000000000004, 3, 0.26803492514781668, 0.5653422800229323
1, -3.988, 7, 124.13342, 114.63800000000001, 1, 0.59897228333789365, 0.56653049609691941
