0, -9.3279999999999994, 0, 240.97914, 90.718999999999994, 0.76702021040429769, 0.6295148000131604, 1, 0.58644430440902873, 0.56678827464813408, 1974, 0.59014297823844142, 0.50963418625670387, 0.035872738077913857, 0.081510454894085108
0, -16.690000000000001, 4, 242.12853000000001, 110.828, 0.54191773701046175, 0.40415767102561218, 3, 0.34369151065056219, 0.57681628726438983, 1993, 0.15292849704972164, 0.63030258150666796, 0.029811552738453484, 0.08861509606003895
1, -3.573, 11, 289.38404000000003, 117.36199999999999, 0.86652031981024114, 0.76654545075729608, 4, 0.74082869031668175, 0.57280615458827389, 2001, 0.50195107809801198, 0.56376275556254585, 0.036063543308905266, 0.08837886846493051
1, -13.505000000000001, 2, 117.18485, 90.462999999999994, 0.64398259149258774, 0.40662621742204003, 3, 0.31711881572762762, 0.57532540195412341, 2006, 0.63129120763955904, 0.66800153783762772, 0.031484274245677957, 0.11033455908797529
1, -15.606, 11, 232.28036, 117.495, 0.52259018455045692, 0.39064123587831157, 4, 0.29739184404468794, 0.57714773323948454, 2006, 0.6553313224411067, 0.72517442007746091, 0.11145630988802951, 0.29616827745820956
0, -15.647, 9, 169.22076999999999, 150.59, 0.52055374571161639, 0.35597435894657803, 4, 0.25518344840653157, 0.56817104333474944, 1991, 0.41847928185226063, 0.54273415775632361, 0.029542298643950859, 0.10944146469434937
1, -6.1369999999999996, 6, 223.37261000000001, 137.614, 0.52081039587265243, 0.40349027955210875, 3, 0.49814475826162508, 0.57318170787191725, 2003, 0.46729702708002574, 0.77475341054047064, 0.31543508043204543, 0.040879326899861013
0, -13.949, 0, 179.93098000000001, 102.006, 0.57082532264082064, 0.40358823765010066, 4, 0.43967279205727178, 0.57766974376155411, 1996, 0.089781797670649782, 0.60334010860708354, 0.031888865886734008, 0.099751864418176614
1, -3.9550000000000001, 0, 217.59954999999999, 130.86699999999999, 0.90995752274186925, 0.58791667878769194, 4, 0.72899512884427609, 0.56915687351762212, 2001, 0.43911998181716788, 0.48574815542081962, 0.094875488721927748, 0.32020336622682499
1, -11.084, 7, 239.20281, 115.304, 0.67451945657250245, 0.4415590825137195, 4, 0.35424154961644511, 0.57682170279034983, 1998, 0.78160881064202181, 0.53790084712489517, 0.085592517993317796, 0.92117897801646509
